
 Cta.mayor               4000850000  EMRF CAPEX
 Sociedad                1167

-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
|   Ejerc./mes|Lib.mayor |Material          |Cta.CP    |Texto cab.documento      |Referencia      |Doc.comp. |Nº doc.   |Pos|Asignación        |Texto                              |Div.|Fecha doc.|Fe.contab.|CT|       Importe en ML|       Importe en MD|ML   |Mon. |II|Usuario     |Elemento PEP            |Nombre de la cuenta                |Clave de referencia |         Cantidad| Año|
|   2019/02   |4000850000|                  |2302000000|                         |                |          |5000011388| 42|940210249200021   |U-10.53ACCESORIO PVC-S 4"          |    |14.02.2019|14.02.2019|96|              3.600-|              3.600-|COP  |COP  |  |NH007264    |                        |INGEMEC ASOCIADOS LIMITADA         |50241759032019      |           4,000-|2019|
|   2019/02   |4000850000|                  |2302000000|                         |                |          |5000011388| 44|940210249200022   |U-10.65TUBERÍA PVC-P RDE 21  3"    |    |14.02.2019|14.02.2019|96|             27.954-|             27.954-|COP  |COP  |  |NH007264    |                        |INGEMEC ASOCIADOS LIMITADA         |50241759032019      |          18,000-|2019|
|   2019/02   |4000850000|                  |2302000000|                         |                |          |5000011388| 46|940210249200023   |U-10.66ACCESORIO PVC PRESIÓN 3"    |    |14.02.2019|14.02.2019|96|             13.158-|             13.158-|COP  |COP  |  |NH007264    |                        |INGEMEC ASOCIADOS LIMITADA         |50241759032019      |           9,000-|2019|
|   2019/02   |4000850000|                  |2302000000|                         |                |          |5000011388| 48|940210249200024   |U-10.70Excavación a mano           |    |14.02.2019|14.02.2019|96|             14.904-|             14.904-|COP  |COP  |  |NH007264    |                        |INGEMEC ASOCIADOS LIMITADA         |50241759032019      |           8,000-|2019|
|   2019/02   |4000850000|                  |2302000000|                         |                |          |5000011388| 50|940210249200025   |U-10.73Caja de Inspección Hmax=0,6 |    |14.02.2019|14.02.2019|96|             14.010-|             14.010-|COP  |COP  |  |NH007264    |                        |INGEMEC ASOCIADOS LIMITADA         |50241759032019      |           1,000-|2019|
|   2019/02   |4000850000|                  |2302000000|                         |                |          |5000011388| 52|940210249200026   |U-16,03Calculo y revision diseño d |    |14.02.2019|14.02.2019|96|            181.425-|            181.425-|COP  |COP  |  |NH007264    |                        |INGEMEC ASOCIADOS LIMITADA         |50241759032019      |           1,000-|2019|
|   2019/02   |4000850000|                  |2302000000|                         |                |          |5000011388| 54|940210249200027   |U - Ad-2 CONCRETO 4000 PSI PARA PL |    |14.02.2019|14.02.2019|96|            435.500-|            435.500-|COP  |COP  |  |NH007264    |                        |INGEMEC ASOCIADOS LIMITADA         |50241759032019      |          13,000-|2019|
|   2019/02   |4000850000|                  |2302000000|                         |                |          |5000011388| 56|940210249200028   |U - Ad-3 CORTE DE PLACA EN CONCRETO|    |14.02.2019|14.02.2019|96|             87.841-|             87.841-|COP  |COP  |  |NH007264    |                        |INGEMEC ASOCIADOS LIMITADA         |50241759032019      |         377,000-|2019|
|   2019/02   |4000850000|                  |2302000000|                         |                |          |5000011388| 58|940210249200029   |U - Ad-5 SUMINISTRO E INSTALACIÓN  |    |14.02.2019|14.02.2019|96|                725-|                725-|COP  |COP  |  |NH007264    |                        |INGEMEC ASOCIADOS LIMITADA         |50241759032019      |           1,000-|2019|
|   2019/02   |4000850000|                  |2302000000|                         |                |          |5000011388| 60|940210249200030   |U-COLUMNA Y VIGA EN CONCRETO PARA  |    |14.02.2019|14.02.2019|96|          2.675.904-|          2.675.904-|COP  |COP  |  |NH007264    |                        |INGEMEC ASOCIADOS LIMITADA         |50241759032019      |       1.086,000-|2019|
|   2019/02   |4000850000|                  |2302000000|                         |                |          |5000011389|  2|940220409100001   |U-SUMINISTRO E INSTALACIÓN DE S.S. |    |14.02.2019|14.02.2019|96|             21.087-|             21.087-|COP  |COP  |  |NH007264    |                        |INGEMEC ASOCIADOS LIMITADA         |50241759042019      |          11,000-|2019|
|   2019/02   |4000850000|                  |2302000000|                         |                |          |5000011389|  4|940220409100002   |U-SUMINISTRO E INSTALACIÓN DE S.S. |    |14.02.2019|14.02.2019|96|             23.804-|             23.804-|COP  |COP  |  |NH007264    |                        |INGEMEC ASOCIADOS LIMITADA         |50241759042019      |          11,000-|2019|
|   2019/02   |4000850000|                  |2302000000|                         |                |          |5000011389|  6|940220409100003   |U-CALCULO Y DISEÑO HIDROSANITARIO  |    |14.02.2019|14.02.2019|96|            228.057-|            228.057-|COP  |COP  |  |NH007264    |                        |INGEMEC ASOCIADOS LIMITADA         |50241759042019      |           1,000-|2019|
|   2019/02   |4000850000|                  |2302000000|                         |                |          |5000011389|  8|940220409100004   |U-IMPERMEABILIZACION CONCRETOS     |    |14.02.2019|14.02.2019|96|            107.922-|            107.922-|COP  |COP  |  |NH007264    |                        |INGEMEC ASOCIADOS LIMITADA         |50241759042019      |          75,470-|2019|
|   2019/02   |4000850000|                  |2302000000|                         |                |          |5000011389| 10|940220409100005   |U-MAMPOSTERIA EN LADRILLO DE ARCIL |    |14.02.2019|14.02.2019|96|          1.516.363-|          1.516.363-|COP  |COP  |  |NH007264    |                        |INGEMEC ASOCIADOS LIMITADA         |50241759042019      |         478,650-|2019|
|   2019/02   |4000850000|                  |2302000000|                         |                |          |5000011389| 12|940220409100006   |U-FILOS, ESTRÍAS Y DILATACIONES EN |    |14.02.2019|14.02.2019|96|            278.251-|            278.251-|COP  |COP  |  |NH007264    |                        |INGEMEC ASOCIADOS LIMITADA         |50241759042019      |         858,800-|2019|
|   2019/02   |4000850000|                  |2302000000|                         |                |          |5000011389| 14|940220409100007   |U-PAÑETE Y PINTURA PARA FACHADA    |    |14.02.2019|14.02.2019|96|          2.677.017-|          2.677.017-|COP  |COP  |  |NH007264    |                        |INGEMEC ASOCIADOS LIMITADA         |50241759042019      |       1.333,840-|2019|
|   2019/02   |4000850000|                  |2302000000|                         |                |          |5000011389| 16|940220409100008   |U-PINTURA PARA ESTRUCTURA METÁLICA |    |14.02.2019|14.02.2019|96|          1.208.484-|          1.208.484-|COP  |COP  |  |NH007264    |                        |INGEMEC ASOCIADOS LIMITADA         |50241759042019      |       1.702,090-|2019|
|   2019/02   |4000850000|                  |2302000000|                         |                |          |5000011389| 18|940220409100009   |U-IMPERMEABILIZACION EN CALIENTE M |    |14.02.2019|14.02.2019|96|          1.207.873-|          1.207.873-|COP  |COP  |  |NH007264    |                        |INGEMEC ASOCIADOS LIMITADA         |50241759042019      |         721,980-|2019|
|   2019/02   |4000850000|                  |2302000000|                         |                |          |5000011389| 20|940220409100010   |U-FACHADA FLOTANTE                 |    |14.02.2019|14.02.2019|96|            396.845-|            396.845-|COP  |COP  |  |NH007264    |                        |INGEMEC ASOCIADOS LIMITADA         |50241759042019      |          26,400-|2019|
|   2019/02   |4000850000|                  |2302000000|                         |                |          |5000011390|  2|940210430700001   |U-DOVELA PARA MANPOSTERÍA ESTRUCTU |    |14.02.2019|14.02.2019|96|            999.020-|            999.020-|COP  |COP  |  |NH007264    |                        |INGEMEC ASOCIADOS LIMITADA         |50241759052019      |       1.045,000-|2019|
|   2019/02   |4000850000|                  |2302000000|                         |                |          |5000011390|  4|940210430700002   |U-AFINADO PISO CON HELICOPTERO     |    |14.02.2019|14.02.2019|96|          1.481.480-|          1.481.480-|COP  |COP  |  |NH007264    |                        |INGEMEC ASOCIADOS LIMITADA         |50241759052019      |         962,000-|2019|
|   2019/02   |4000850000|                  |2302000000|                         |                |          |5000011390|  6|940210430700003   |U-CALCULO Y DISEÑO HIDROSANITARIO  |    |14.02.2019|14.02.2019|96|            228.057-|            228.057-|COP  |COP  |  |NH007264    |                        |INGEMEC ASOCIADOS LIMITADA         |50241759052019      |           1,000-|2019|
|   2019/02   |4000850000|                  |2302000000|                         |                |          |5000011390|  8|940210430700004   |U-MAMPOSTERIA EN LADRILLO DE ARCIL |    |14.02.2019|14.02.2019|96|          4.723.488-|          4.723.488-|COP  |COP  |  |NH007264    |                        |INGEMEC ASOCIADOS LIMITADA         |50241759052019      |       1.491,000-|2019|
|   2019/02   |4000850000|                  |2302000000|                         |                |          |5000011392|  2|940215162200001   |U-4.6Concreto 3000 psi             |    |14.02.2019|14.02.2019|96|          2.197.765-|          2.197.765-|COP  |COP  |  |NH007264    |                        |INGEMEC ASOCIADOS LIMITADA         |50241759062019      |          99,853-|2019|
|   2019/02   |4000850000|                  |2302000000|                         |                |          |5000011392|  4|940215162200002   |U-6.1Muros en bloque de arcilla hu |    |14.02.2019|14.02.2019|96|             81.083-|             81.083-|COP  |COP  |  |NH007264    |                        |INGEMEC ASOCIADOS LIMITADA         |50241759062019      |          58,756-|2019|
|   2019/02   |4000850000|                  |2302000000|                         |                |          |5000011392|  6|940215162200003   |U-6.4Pañete, estuco y pintura de m |    |14.02.2019|14.02.2019|96|             10.236-|             10.236-|COP  |COP  |  |NH007264    |                        |INGEMEC ASOCIADOS LIMITADA         |50241759062019      |           8,764-|2019|
